Chemin,Nom,Taille,Lignes,Modifié,Type
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/mutuelle_models.dot,mutuelle_models.dot,19599,N/A,2025-10-15T21:26:13,.dot
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/aggressive_fix.py,aggressive_fix.py,8079,196,2025-10-23T16:16:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/planificateur_surveillance.py,planificateur_surveillance.py,17043,445,2025-11-27T10:05:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/surveillance_hebdomadaire.py,surveillance_hebdomadaire.py,8152,211,2025-11-27T10:05:48,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/find_and_fix_all_est_actif.py,find_and_fix_all_est_actif.py,7791,205,2025-10-24T17:17:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_20251127_112202.json,diagnostic_cotisations_20251127_112202.json,8864,350,2025-11-27T11:22:02,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_preview_view.py,test_preview_view.py,914,35,2025-12-03T15:58:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/validation_finale_assureur.py,validation_finale_assureur.py,5909,190,2025-12-06T12:17:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_communication_simple.sh,test_communication_simple.sh,2720,92,2025-12-01T11:03:11,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/Script: fix_membres_dashboard.sh,Script: fix_membres_dashboard.sh,13660,347,2025-10-25T14:02:16,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_assureur.py,diagnostic_cotisations_assureur.py,11641,294,2025-11-28T19:05:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur3.py,diagnostic_assureur3.py,28783,768,2025-12-03T09:42:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_template_final.py,fix_template_final.py,1728,48,2025-12-03T16:19:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_projet_v2.py,diagnostic_projet_v2.py,15020,420,2025-12-01T00:29:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_member_sync_fixed.py,check_member_sync_fixed.py,8434,209,2025-11-30T23:27:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_complete_messages.py,verification_complete_messages.py,9175,235,2025-12-02T16:09:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnose_messagerie.py,diagnose_messagerie.py,2397,71,2025-12-02T17:22:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_groupes.py,verifier_groupes.py,2541,66,2025-10-27T20:06:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_acces_temps_reel_corrige.py,test_acces_temps_reel_corrige.py,4128,109,2025-11-28T18:25:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_validation_test.py,fix_validation_test.py,7047,206,2025-11-19T13:17:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_complete.py,verification_complete.py,12411,349,2025-12-04T07:17:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_actions_cotisations_20251127_122622.json,rapport_actions_cotisations_20251127_122622.json,472,22,2025-11-27T12:26:22,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_messagerie_communication.py,diagnostic_messagerie_communication.py,3172,85,2025-11-17T10:16:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_modeles1.py,diagnostic_modeles1.py,2535,69,2025-11-28T07:43:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_mots_de_passe.py,correction_mots_de_passe.py,1195,48,2025-12-06T01:00:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_actual_urls.py,test_actual_urls.py,2819,90,2025-11-19T09:11:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_fix_permissions.py,final_fix_permissions.py,19214,512,2025-12-02T14:21:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_recherche.py,correction_recherche.py,1226,40,2025-11-20T15:30:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_apres_correction.py,test_apres_correction.py,2586,75,2025-11-20T19:30:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_agent.py,correction_agent.py,1089,34,2025-11-20T15:43:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_doublons.py,correction_doublons.py,0,1,2025-11-19T16:13:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/migration_urls.py,migration_urls.py,1448,49,2025-11-19T15:38:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_apres_correction_definitive.py,test_apres_correction_definitive.py,2755,79,2025-11-20T20:07:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_connexion_medecin_corrige.py,test_connexion_medecin_corrige.py,10160,288,2025-10-25T20:09:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_charge_bons.py,test_charge_bons.py,4601,122,2025-11-20T13:34:22,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/migration_urls.py,migration_urls.py,1705,61,2025-11-19T16:00:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/check_urls_config.py,check_urls_config.py,7181,200,2025-09-25T16:13:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_urls_templates_mapping.py,analyze_urls_templates_mapping.py,5400,145,2025-09-26T15:02:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/admin_security_check.py,admin_security_check.py,2976,85,2025-09-26T14:26:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_views_fixed.py,analyze_views_fixed.py,11755,301,2025-09-26T14:37:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/check_urls_coverage.py,check_urls_coverage.py,2428,67,2025-09-26T14:26:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/check_urls_mapping.py,check_urls_mapping.py,1935,64,2025-09-25T16:53:55,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyse_projet_corrige.py,analyse_projet_corrige.py,20460,541,2025-09-26T10:57:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyse_template.py,analyse_template.py,13387,314,2025-09-26T11:10:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_admin.py,analyze_admin.py,11880,281,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_templates_comprehensive.py,analyze_templates_comprehensive.py,5867,153,2025-09-26T15:01:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_template_blocks.py,analyze_template_blocks.py,4191,104,2025-09-26T15:05:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_views_imports.py,analyze_views_imports.py,3595,99,2025-09-26T14:26:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/check_logout_issue.py,check_logout_issue.py,1194,42,2025-09-25T17:45:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyse_projet.py,analyse_projet.py,13325,326,2025-09-26T10:39:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/check_templates_compatibility.py,check_templates_compatibility.py,7752,228,2025-09-26T13:21:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/analysis/analyze_views.py,analyze_views.py,13242,346,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_login_unifie.py,test_login_unifie.py,5518,165,2025-10-26T10:31:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_validation_finale.py,test_validation_finale.py,4263,114,2025-11-20T19:35:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_erreur_500.py,correction_erreur_500.py,5201,120,2025-11-20T19:29:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_creation_simple.py,test_creation_simple.py,1751,57,2025-11-20T15:43:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_dashboard.py,test_dashboard.py,2771,87,2025-10-26T12:06:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_redirection_medecin.py,test_redirection_medecin.py,4911,143,2025-10-26T10:21:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/lancement_test_corrige.sh,lancement_test_corrige.sh,2192,61,2025-11-20T14:49:40,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/diagnostic_complet_frontend.py,diagnostic_complet_frontend.py,2828,84,2025-11-20T20:04:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_fonctionnel_motdepasse_corrige.py,test_fonctionnel_motdepasse_corrige.py,4027,111,2025-11-20T16:12:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_donnees.py,correction_donnees.py,3513,99,2025-11-20T14:27:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_donnees_corrige.py,correction_donnees_corrige.py,4126,121,2025-11-20T14:49:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_urls.py,correction_urls.py,15063,450,2025-11-19T15:38:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_complet_final.sh,test_complet_final.sh,1617,51,2025-11-20T17:53:57,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/diagnostic_final.py,diagnostic_final.py,1583,47,2025-11-20T20:09:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/diagnostic_templates.py,diagnostic_templates.py,2345,75,2025-10-26T11:02:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/tests/test_final_auth.py,test_final_auth.py,4507,138,2025-09-25T17:17:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/tests/test_assureur_complet.py,test_assureur_complet.py,1628,58,2025-09-25T21:11:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/tests/test_new_structure.py,test_new_structure.py,2420,89,2025-09-26T13:22:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/tests/test_final_render.py,test_final_render.py,522,20,2025-09-25T18:17:04,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/tests/test_logout_fix.py,test_logout_fix.py,1493,54,2025-09-25T18:14:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_interface_web.py,test_interface_web.py,3657,102,2025-11-20T18:12:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/verification_permissions_corrige.py,verification_permissions_corrige.py,1909,52,2025-11-20T16:00:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_imports_corrige.py,test_imports_corrige.py,1832,55,2025-11-20T15:43:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/__init__.py,__init__.py,0,1,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/agents/tests/test_creation_bons.py,test_creation_bons.py,5054,175,2025-11-20T13:34:22,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_rapide.py,correction_rapide.py,1409,51,2025-11-19T16:00:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_redirection_admin.py,correction_redirection_admin.py,2497,69,2025-11-20T17:53:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_fonctionnel_bons.py,test_fonctionnel_bons.py,4487,119,2025-11-20T14:27:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_creation_structure_corrige.py,test_creation_structure_corrige.py,2590,80,2025-11-20T16:12:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/creer_medecin_test.py,creer_medecin_test.py,5541,161,2025-10-26T11:53:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/docs/guide_correction.md,guide_correction.md,0,1,2025-11-19T15:37:51,.md
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/docs/tests/test_urls_correction.py,test_urls_correction.py,0,1,2025-11-19T15:38:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/initialiser_donnees.py,initialiser_donnees.py,4121,90,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_recherche_corrige.py,test_recherche_corrige.py,1710,49,2025-11-20T16:00:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_formulaire_corrige.py,test_formulaire_corrige.py,4148,124,2025-11-20T16:22:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/lancement_test_final.sh,lancement_test_final.sh,1782,53,2025-11-20T14:27:56,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_creation_bons.sh,test_creation_bons.sh,5054,175,2025-11-20T13:34:22,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_agent_operateur.py,correction_agent_operateur.py,2452,74,2025-11-20T18:12:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_recherche_api.py,correction_recherche_api.py,1534,42,2025-11-20T15:43:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/diagnostic_redirections.py,diagnostic_redirections.py,3679,109,2025-10-26T11:23:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/verification_permissions.py,verification_permissions.py,2549,72,2025-11-20T15:30:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_redirections.py,correction_redirections.py,1977,58,2025-11-20T16:22:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/inspect_bondesoin.py,inspect_bondesoin.py,1186,37,2025-11-20T16:12:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_final_complet.py,test_final_complet.py,5010,147,2025-11-20T18:18:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_creation_manuel.py,test_creation_manuel.py,2337,73,2025-11-20T15:30:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_fonctionnel_bons_corrige.py,test_fonctionnel_bons_corrige.py,5953,152,2025-11-20T14:49:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_recherche_ajax.py,correction_recherche_ajax.py,1793,51,2025-11-20T18:16:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_medecin_final.py,correction_medecin_final.py,2420,71,2025-11-20T17:53:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_recherche_motdepasse_corrige.py,test_recherche_motdepasse_corrige.py,2141,62,2025-11-20T16:12:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_connexion_manuel.py,test_connexion_manuel.py,7335,196,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_definitive_api.py,correction_definitive_api.py,4862,110,2025-11-20T20:06:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_creation_bons_macos.sh,test_creation_bons_macos.sh,4443,150,2025-11-20T14:13:26,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_final_validation.py,test_final_validation.py,2427,71,2025-11-20T16:22:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/correction_medecin_user.py,correction_medecin_user.py,2183,65,2025-11-20T16:22:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/test_champs_corriges.py,test_champs_corriges.py,3691,93,2025-11-20T19:26:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_dashboard_error.py,fix_dashboard_error.py,4966,146,2025-09-25T23:01:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_redirect_issues.py,fix_redirect_issues.py,3691,118,2025-09-25T16:21:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_csrf_tokens.py,fix_csrf_tokens.py,5173,135,2025-09-26T17:29:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_import_issue.py,fix_import_issue.py,7024,197,2025-09-25T17:08:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_assureur_views.py,fix_assureur_views.py,4794,149,2025-09-25T21:41:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_remaining_issues.py,fix_remaining_issues.py,1430,51,2025-09-26T17:00:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/scripts/backup/fix_creer_bon_view.py,fix_creer_bon_view.py,7513,191,2025-09-26T09:13:40,.py
